Freq.	V(n003)
1.35197918205448e+05	(2.35220233961946e+01dB,-2.24823452234644e+00°)
1.35821963441960e+05	(2.35220277583957e+01dB,-2.25861840236825e+00°)
1.36448889140408e+05	(2.35220321604518e+01dB,-2.26905030259449e+00°)
1.37078708596400e+05	(2.35220366027222e+01dB,-2.27953044593273e+00°)
1.37711435166914e+05	(2.35220410855694e+01dB,-2.29005905633694e+00°)
1.38347082270582e+05	(2.35220456093591e+01dB,-2.30063635881252e+00°)
1.38985663387970e+05	(2.35220501744601e+01dB,-2.31126257942134e+00°)
1.39627192061873e+05	(2.35220547812445e+01dB,-2.32193794528692e+00°)
1.40271681897592e+05	(2.35220594300877e+01dB,-2.33266268459965e+00°)
1.40919146563229e+05	(2.35220641213682e+01dB,-2.34343702662182e+00°)
1.41569599789975e+05	(2.35220688554680e+01dB,-2.35426120169293e+00°)
1.42223055372402e+05	(2.35220736327723e+01dB,-2.36513544123491e+00°)
1.42879527168754e+05	(2.35220784536697e+01dB,-2.37605997775735e+00°)
1.43539029101241e+05	(2.35220833185523e+01dB,-2.38703504486284e+00°)
1.44201575156337e+05	(2.35220882278155e+01dB,-2.39806087725223e+00°)
1.44867179385073e+05	(2.35220931818581e+01dB,-2.40913771073007e+00°)
1.45535855903337e+05	(2.35220981810826e+01dB,-2.42026578220986e+00°)
1.46207618892173e+05	(2.35221032258946e+01dB,-2.43144532971957e+00°)
1.46882482598083e+05	(2.35221083167036e+01dB,-2.44267659240699e+00°)
1.47560461333326e+05	(2.35221134539225e+01dB,-2.45395981054523e+00°)
1.48241569476224e+05	(2.35221186379679e+01dB,-2.46529522553827e+00°)
1.48925821471466e+05	(2.35221238692597e+01dB,-2.47668307992634e+00°)
1.49613231830416e+05	(2.35221291482219e+01dB,-2.48812361739157e+00°)
1.50303815131418e+05	(2.35221344752818e+01dB,-2.49961708276360e+00°)
1.50997586020108e+05	(2.35221398508706e+01dB,-2.51116372202511e+00°)
1.51694559209720e+05	(2.35221452754231e+01dB,-2.52276378231746e+00°)
1.52394749481406e+05	(2.35221507493779e+01dB,-2.53441751194648e+00°)
1.53098171684541e+05	(2.35221562731775e+01dB,-2.54612516038805e+00°)
1.53804840737042e+05	(2.35221618472682e+01dB,-2.55788697829382e+00°)
1.54514771625686e+05	(2.35221674720999e+01dB,-2.56970321749712e+00°)
1.55227979406425e+05	(2.35221731481267e+01dB,-2.58157413101859e+00°)
1.55944479204704e+05	(2.35221788758064e+01dB,-2.59349997307213e+00°)
1.56664286215786e+05	(2.35221846556010e+01dB,-2.60548099907066e+00°)
1.57387415705073e+05	(2.35221904879760e+01dB,-2.61751746563210e+00°)
1.58113883008426e+05	(2.35221963734015e+01dB,-2.62960963058524e+00°)
1.58843703532496e+05	(2.35222023123511e+01dB,-2.64175775297571e+00°)
1.59576892755045e+05	(2.35222083053029e+01dB,-2.65396209307193e+00°)
1.60313466225281e+05	(2.35222143527388e+01dB,-2.66622291237124e+00°)
1.61053439564179e+05	(2.35222204551449e+01dB,-2.67854047360578e+00°)
1.61796828464821e+05	(2.35222266130115e+01dB,-2.69091504074876e+00°)
1.62543648692725e+05	(2.35222328268332e+01dB,-2.70334687902047e+00°)
1.63293916086175e+05	(2.35222390971086e+01dB,-2.71583625489441e+00°)
1.64047646556567e+05	(2.35222454243408e+01dB,-2.72838343610362e+00°)
1.64804856088736e+05	(2.35222518090370e+01dB,-2.74098869164672e+00°)
1.65565560741303e+05	(2.35222582517089e+01dB,-2.75365229179433e+00°)
1.66329776647010e+05	(2.35222647528723e+01dB,-2.76637450809521e+00°)
1.67097520013065e+05	(2.35222713130476e+01dB,-2.77915561338270e+00°)
1.67868807121485e+05	(2.35222779327597e+01dB,-2.79199588178106e+00°)
1.68643654329442e+05	(2.35222846125378e+01dB,-2.80489558871181e+00°)
1.69422078069609e+05	(2.35222913529155e+01dB,-2.81785501090024e+00°)
1.70204094850508e+05	(2.35222981544313e+01dB,-2.83087442638180e+00°)
1.70989721256862e+05	(2.35223050176278e+01dB,-2.84395411450864e+00°)
1.71778973949945e+05	(2.35223119430526e+01dB,-2.85709435595621e+00°)
1.72571869667936e+05	(2.35223189312576e+01dB,-2.87029543272966e+00°)
1.73368425226274e+05	(2.35223259827997e+01dB,-2.88355762817071e+00°)
1.74168657518014e+05	(2.35223330982402e+01dB,-2.89688122696404e+00°)
1.74972583514187e+05	(2.35223402781454e+01dB,-2.91026651514418e+00°)
1.75780220264157e+05	(2.35223475230860e+01dB,-2.92371378010209e+00°)
1.76591584895987e+05	(2.35223548336380e+01dB,-2.93722331059204e+00°)
1.77406694616796e+05	(2.35223622103818e+01dB,-2.95079539673833e+00°)
1.78225566713130e+05	(2.35223696539030e+01dB,-2.96443033004215e+00°)
1.79048218551326e+05	(2.35223771647919e+01dB,-2.97812840338848e+00°)
1.79874667577880e+05	(2.35223847436439e+01dB,-2.99188991105299e+00°)
1.80704931319815e+05	(2.35223923910592e+01dB,-3.00571514870901e+00°)
1.81539027385059e+05	(2.35224001076433e+01dB,-3.01960441343448e+00°)
1.82376973462813e+05	(2.35224078940065e+01dB,-3.03355800371906e+00°)
1.83218787323925e+05	(2.35224157507644e+01dB,-3.04757621947115e+00°)
1.84064486821274e+05	(2.35224236785375e+01dB,-3.06165936202503e+00°)
1.84914089890142e+05	(2.35224316779517e+01dB,-3.07580773414801e+00°)
1.85767614548595e+05	(2.35224397496379e+01dB,-3.09002164004762e+00°)
1.86625078897869e+05	(2.35224478942326e+01dB,-3.10430138537888e+00°)
1.87486501122751e+05	(2.35224561123771e+01dB,-3.11864727725154e+00°)
1.88351899491963e+05	(2.35224644047184e+01dB,-3.13305962423743e+00°)
1.89221292358556e+05	(2.35224727719087e+01dB,-3.14753873637783e+00°)
1.90094698160290e+05	(2.35224812146057e+01dB,-3.16208492519086e+00°)
1.90972135420032e+05	(2.35224897334723e+01dB,-3.17669850367893e+00°)
1.91853622746149e+05	(2.35224983291771e+01dB,-3.19137978633621e+00°)
1.92739178832895e+05	(2.35225070023942e+01dB,-3.20612908915627e+00°)
1.93628822460818e+05	(2.35225157538031e+01dB,-3.22094672963954e+00°)
1.94522572497150e+05	(2.35225245840891e+01dB,-3.23583302680099e+00°)
1.95420447896210e+05	(2.35225334939429e+01dB,-3.25078830117779e+00°)
1.96322467699809e+05	(2.35225424840610e+01dB,-3.26581287483703e+00°)
1.97228651037649e+05	(2.35225515551456e+01dB,-3.28090707138348e+00°)
1.98139017127729e+05	(2.35225607079046e+01dB,-3.29607121596739e+00°)
1.99053585276758e+05	(2.35225699430517e+01dB,-3.31130563529234e+00°)
1.99972374880558e+05	(2.35225792613065e+01dB,-3.32661065762313e+00°)
2.00895405424480e+05	(2.35225886633943e+01dB,-3.34198661279374e+00°)
2.01822696483812e+05	(2.35225981500464e+01dB,-3.35743383221531e+00°)
2.02754267724202e+05	(2.35226077220001e+01dB,-3.37295264888416e+00°)
2.03690138902066e+05	(2.35226173799985e+01dB,-3.38854339738995e+00°)
2.04630329865015e+05	(2.35226271247910e+01dB,-3.40420641392365e+00°)
2.05574860552271e+05	(2.35226369571327e+01dB,-3.41994203628594e+00°)
2.06523750995091e+05	(2.35226468777852e+01dB,-3.43575060389526e+00°)
2.07477021317192e+05	(2.35226568875158e+01dB,-3.45163245779615e+00°)
2.08434691735178e+05	(2.35226669870984e+01dB,-3.46758794066762e+00°)
2.09396782558969e+05	(2.35226771773128e+01dB,-3.48361739683146e+00°)
2.10363314192232e+05	(2.35226874589452e+01dB,-3.49972117226069e+00°)
2.11334307132812e+05	(2.35226978327882e+01dB,-3.51589961458809e+00°)
2.12309781973167e+05	(2.35227082996405e+01dB,-3.53215307311463e+00°)
2.13289759400807e+05	(2.35227188603073e+01dB,-3.54848189881813e+00°)
2.14274260198730e+05	(2.35227295156004e+01dB,-3.56488644436188e+00°)
2.15263305245866e+05	(2.35227402663377e+01dB,-3.58136706410328e+00°)
2.16256915517515e+05	(2.35227511133438e+01dB,-3.59792411410264e+00°)
2.17255112085797e+05	(2.35227620574499e+01dB,-3.61455795213192e+00°)
2.18257916120094e+05	(2.35227730994938e+01dB,-3.63126893768358e+00°)
2.19265348887504e+05	(2.35227842403196e+01dB,-3.64805743197952e+00°)
2.20277431753288e+05	(2.35227954807784e+01dB,-3.66492379797999e+00°)
2.21294186181324e+05	(2.35228068217279e+01dB,-3.68186840039258e+00°)
2.22315633734565e+05	(2.35228182640326e+01dB,-3.69889160568135e+00°)
2.23341796075493e+05	(2.35228298085636e+01dB,-3.71599378207587e+00°)
2.24372694966577e+05	(2.35228414561990e+01dB,-3.73317529958045e+00°)
2.25408352270741e+05	(2.35228532078237e+01dB,-3.75043652998332e+00°)
2.26448789951822e+05	(2.35228650643294e+01dB,-3.76777784686596e+00°)
2.27494030075036e+05	(2.35228770266150e+01dB,-3.78519962561241e+00°)
2.28544094807449e+05	(2.35228890955862e+01dB,-3.80270224341871e+00°)
2.29599006418446e+05	(2.35229012721556e+01dB,-3.82028607930233e+00°)
2.30658787280201e+05	(2.35229135572432e+01dB,-3.83795151411165e+00°)
2.31723459868156e+05	(2.35229259517758e+01dB,-3.85569893053565e+00°)
2.32793046761491e+05	(2.35229384566874e+01dB,-3.87352871311340e+00°)
2.33867570643611e+05	(2.35229510729194e+01dB,-3.89144124824390e+00°)
2.34947054302620e+05	(2.35229638014201e+01dB,-3.90943692419574e+00°)
2.36031520631807e+05	(2.35229766431453e+01dB,-3.92751613111695e+00°)
2.37120992630134e+05	(2.35229895990579e+01dB,-3.94567926104490e+00°)
2.38215493402720e+05	(2.35230026701283e+01dB,-3.96392670791618e+00°)
2.39315046161331e+05	(2.35230158573343e+01dB,-3.98225886757670e+00°)
2.40419674224877e+05	(2.35230291616609e+01dB,-4.00067613779168e+00°)
2.41529401019899e+05	(2.35230425841007e+01dB,-4.01917891825582e+00°)
2.42644250081073e+05	(2.35230561256538e+01dB,-4.03776761060348e+00°)
2.43764245051706e+05	(2.35230697873278e+01dB,-4.05644261841894e+00°)
2.44889409684236e+05	(2.35230835701378e+01dB,-4.07520434724677e+00°)
2.46019767840738e+05	(2.35230974751066e+01dB,-4.09405320460212e+00°)
2.47155343493430e+05	(2.35231115032646e+01dB,-4.11298959998132e+00°)
2.48296160725181e+05	(2.35231256556499e+01dB,-4.13201394487229e+00°)
2.49442243730019e+05	(2.35231399333082e+01dB,-4.15112665276519e+00°)
2.50593616813649e+05	(2.35231543372931e+01dB,-4.17032813916305e+00°)
2.51750304393965e+05	(2.35231688686659e+01dB,-4.18961882159254e+00°)
2.52912331001570e+05	(2.35231835284957e+01dB,-4.20899911961474e+00°)
2.54079721280293e+05	(2.35231983178595e+01dB,-4.22846945483598e+00°)
2.55252499987716e+05	(2.35232132378422e+01dB,-4.24803025091891e+00°)
2.56430691995696e+05	(2.35232282895365e+01dB,-4.26768193359331e+00°)
2.57614322290892e+05	(2.35232434740433e+01dB,-4.28742493066734e+00°)
2.58803415975297e+05	(2.35232587924713e+01dB,-4.30725967203862e+00°)
2.59997998266771e+05	(2.35232742459372e+01dB,-4.32718658970549e+00°)
2.61198094499573e+05	(2.35232898355658e+01dB,-4.34720611777826e+00°)
2.62403730124900e+05	(2.35233055624902e+01dB,-4.36731869249066e+00°)
2.63614930711425e+05	(2.35233214278512e+01dB,-4.38752475221122e+00°)
2.64831721945843e+05	(2.35233374327982e+01dB,-4.40782473745482e+00°)
2.66054129633411e+05	(2.35233535784883e+01dB,-4.42821909089435e+00°)
2.67282179698500e+05	(2.35233698660874e+01dB,-4.44870825737227e+00°)
2.68515898185140e+05	(2.35233862967690e+01dB,-4.46929268391248e+00°)
2.69755311257578e+05	(2.35234028717154e+01dB,-4.48997281973207e+00°)
2.71000445200826e+05	(2.35234195921169e+01dB,-4.51074911625331e+00°)
2.72251326421225e+05	(2.35234364591722e+01dB,-4.53162202711558e+00°)
2.73507981447000e+05	(2.35234534740884e+01dB,-4.55259200818745e+00°)
2.74770436928827e+05	(2.35234706380810e+01dB,-4.57365951757888e+00°)
2.76038719640393e+05	(2.35234879523737e+01dB,-4.59482501565341e+00°)
2.77312856478970e+05	(2.35235054181988e+01dB,-4.61608896504046e+00°)
2.78592874465980e+05	(2.35235230367972e+01dB,-4.63745183064781e+00°)
2.79878800747570e+05	(2.35235408094179e+01dB,-4.65891407967404e+00°)
2.81170662595189e+05	(2.35235587373188e+01dB,-4.68047618162101e+00°)
2.82468487406166e+05	(2.35235768217659e+01dB,-4.70213860830671e+00°)
2.83772302704289e+05	(2.35235950640342e+01dB,-4.72390183387782e+00°)
2.85082136140389e+05	(2.35236134654069e+01dB,-4.74576633482262e+00°)
2.86398015492930e+05	(2.35236320271759e+01dB,-4.76773258998389e+00°)
2.87719968668594e+05	(2.35236507506418e+01dB,-4.78980108057191e+00°)
2.89048023702874e+05	(2.35236696371137e+01dB,-4.81197229017757e+00°)
2.90382208760672e+05	(2.35236886879093e+01dB,-4.83424670478553e+00°)
2.91722552136888e+05	(2.35237079043551e+01dB,-4.85662481278748e+00°)
2.93069082257030e+05	(2.35237272877861e+01dB,-4.87910710499555e+00°)
2.94421827677810e+05	(2.35237468395460e+01dB,-4.90169407465574e+00°)
2.95780817087753e+05	(2.35237665609874e+01dB,-4.92438621746147e+00°)
2.97146079307802e+05	(2.35237864534713e+01dB,-4.94718403156718e+00°)
2.98517643291935e+05	(2.35238065183676e+01dB,-4.97008801760220e+00°)
2.99895538127771e+05	(2.35238267570547e+01dB,-4.99309867868443e+00°)
3.01279793037195e+05	(2.35238471709201e+01dB,-5.01621652043437e+00°)
3.02670437376973e+05	(2.35238677613596e+01dB,-5.03944205098913e+00°)
3.04067500639375e+05	(2.35238885297780e+01dB,-5.06277578101655e+00°)
3.05471012452803e+05	(2.35239094775888e+01dB,-5.08621822372939e+00°)
3.06881002582414e+05	(2.35239306062141e+01dB,-5.10976989489975e+00°)
3.08297500930758e+05	(2.35239519170850e+01dB,-5.13343131287340e+00°)
3.09720537538407e+05	(2.35239734116409e+01dB,-5.15720299858438e+00°)
3.11150142584597e+05	(2.35239950913304e+01dB,-5.18108547556961e+00°)
3.12586346387860e+05	(2.35240169576106e+01dB,-5.20507926998364e+00°)
3.14029179406676e+05	(2.35240390119473e+01dB,-5.22918491061343e+00°)
3.15478672240114e+05	(2.35240612558150e+01dB,-5.25340292889344e+00°)
3.16934855628481e+05	(2.35240836906970e+01dB,-5.27773385892053e+00°)
3.18397760453975e+05	(2.35241063180852e+01dB,-5.30217823746921e+00°)
3.19867417741341e+05	(2.35241291394804e+01dB,-5.32673660400691e+00°)
3.21343858658527e+05	(2.35241521563916e+01dB,-5.35140950070938e+00°)
3.22827114517345e+05	(2.35241753703369e+01dB,-5.37619747247612e+00°)
3.24317216774137e+05	(2.35241987828428e+01dB,-5.40110106694602e+00°)
3.25814197030439e+05	(2.35242223954445e+01dB,-5.42612083451312e+00°)
3.27318087033655e+05	(2.35242462096857e+01dB,-5.45125732834241e+00°)
3.28828918677728e+05	(2.35242702271187e+01dB,-5.47651110438577e+00°)
3.30346724003816e+05	(2.35242944493042e+01dB,-5.50188272139805e+00°)
3.31871535200973e+05	(2.35243188778117e+01dB,-5.52737274095327e+00°)
3.33403384606829e+05	(2.35243435142189e+01dB,-5.55298172746089e+00°)
3.34942304708282e+05	(2.35243683601119e+01dB,-5.57871024818229e+00°)
3.36488328142177e+05	(2.35243934170855e+01dB,-5.60455887324722e+00°)
3.38041487696009e+05	(2.35244186867426e+01dB,-5.63052817567058e+00°)
3.39601816308611e+05	(2.35244441706944e+01dB,-5.65661873136913e+00°)
3.41169347070854e+05	(2.35244698705605e+01dB,-5.68283111917842e+00°)
3.42744113226350e+05	(2.35244957879686e+01dB,-5.70916592086986e+00°)
3.44326148172157e+05	(2.35245219245548e+01dB,-5.73562372116784e+00°)
3.45915485459487e+05	(2.35245482819629e+01dB,-5.76220510776709e+00°)
3.47512158794418e+05	(2.35245748618453e+01dB,-5.78891067135005e+00°)
3.49116202038605e+05	(2.35246016658619e+01dB,-5.81574100560441e+00°)
3.50727649210005e+05	(2.35246286956809e+01dB,-5.84269670724088e+00°)
3.52346534483593e+05	(2.35246559529782e+01dB,-5.86977837601094e+00°)
3.53972892192089e+05	(2.35246834394376e+01dB,-5.89698661472483e+00°)
3.55606756826684e+05	(2.35247111567505e+01dB,-5.92432202926957e+00°)
3.57248163037777e+05	(2.35247391066161e+01dB,-5.95178522862732e+00°)
3.58897145635701e+05	(2.35247672907412e+01dB,-5.97937682489365e+00°)
3.60553739591470e+05	(2.35247957108399e+01dB,-6.00709743329605e+00°)
3.62217980037515e+05	(2.35248243686341e+01dB,-6.03494767221262e+00°)
3.63889902268432e+05	(2.35248532658527e+01dB,-6.06292816319082e+00°)
3.65569541741729e+05	(2.35248824042319e+01dB,-6.09103953096643e+00°)
3.67256934078578e+05	(2.35249117855151e+01dB,-6.11928240348264e+00°)
3.68952115064571e+05	(2.35249414114528e+01dB,-6.14765741190923e+00°)
3.70655120650480e+05	(2.35249712838023e+01dB,-6.17616519066199e+00°)
3.72365986953015e+05	(2.35250014043278e+01dB,-6.20480637742223e+00°)
3.74084750255598e+05	(2.35250317748003e+01dB,-6.23358161315647e+00°)
3.75811447009124e+05	(2.35250623969973e+01dB,-6.26249154213622e+00°)
3.77546113832738e+05	(2.35250932727027e+01dB,-6.29153681195802e+00°)
3.79288787514613e+05	(2.35251244037070e+01dB,-6.32071807356358e+00°)
3.81039505012728e+05	(2.35251557918067e+01dB,-6.35003598126003e+00°)
3.82798303455650e+05	(2.35251874388045e+01dB,-6.37949119274040e+00°)
3.84565220143327e+05	(2.35252193465090e+01dB,-6.40908436910424e+00°)
3.86340292547873e+05	(2.35252515167346e+01dB,-6.43881617487840e+00°)
3.88123558314368e+05	(2.35252839513014e+01dB,-6.46868727803797e+00°)
3.89915055261652e+05	(2.35253166520350e+01dB,-6.49869835002738e+00°)
3.91714821383128e+05	(2.35253496207663e+01dB,-6.52885006578167e+00°)
3.93522894847572e+05	(2.35253828593314e+01dB,-6.55914310374797e+00°)
3.95339313999935e+05	(2.35254163695713e+01dB,-6.58957814590706e+00°)
3.97164117362163e+05	(2.35254501533320e+01dB,-6.62015587779519e+00°)
3.98997343634011e+05	(2.35254842124641e+01dB,-6.65087698852605e+00°)
4.00839031693863e+05	(2.35255185488225e+01dB,-6.68174217081286e+00°)
4.02689220599556e+05	(2.35255531642664e+01dB,-6.71275212099074e+00°)
4.04547949589214e+05	(2.35255880606593e+01dB,-6.74390753903915e+00°)
4.06415258082073e+05	(2.35256232398683e+01dB,-6.77520912860460e+00°)
4.08291185679320e+05	(2.35256587037641e+01dB,-6.80665759702349e+00°)
4.10175772164933e+05	(2.35256944542210e+01dB,-6.83825365534515e+00°)
4.12069057506525e+05	(2.35257304931164e+01dB,-6.86999801835509e+00°)
4.13971081856191e+05	(2.35257668223305e+01dB,-6.90189140459837e+00°)
4.15881885551360e+05	(2.35258034437466e+01dB,-6.93393453640323e+00°)
4.17801509115648e+05	(2.35258403592501e+01dB,-6.96612813990495e+00°)
4.19729993259723e+05	(2.35258775707287e+01dB,-6.99847294506971e+00°)
4.21667378882162e+05	(2.35259150800720e+01dB,-7.03096968571890e+00°)
4.23613707070323e+05	(2.35259528891715e+01dB,-7.06361909955347e+00°)
4.25569019101213e+05	(2.35259909999198e+01dB,-7.09642192817847e+00°)
4.27533356442367e+05	(2.35260294142108e+01dB,-7.12937891712792e+00°)
4.29506760752723e+05	(2.35260681339390e+01dB,-7.16249081588975e+00°)
4.31489273883510e+05	(2.35261071609997e+01dB,-7.19575837793103e+00°)
4.33480937879134e+05	(2.35261464972881e+01dB,-7.22918236072334e+00°)
4.35481794978066e+05	(2.35261861446995e+01dB,-7.26276352576846e+00°)
4.37491887613744e+05	(2.35262261051285e+01dB,-7.29650263862413e+00°)
4.39511258415468e+05	(2.35262663804692e+01dB,-7.33040046893016e+00°)
4.41539950209307e+05	(2.35263069726142e+01dB,-7.36445779043465e+00°)
4.43578006019006e+05	(2.35263478834549e+01dB,-7.39867538102050e+00°)
4.45625469066899e+05	(2.35263891148805e+01dB,-7.43305402273211e+00°)
4.47682382774823e+05	(2.35264306687783e+01dB,-7.46759450180234e+00°)
4.49748790765044e+05	(2.35264725470328e+01dB,-7.50229760867963e+00°)
4.51824736861177e+05	(2.35265147515253e+01dB,-7.53716413805538e+00°)
4.53910265089120e+05	(2.35265572841338e+01dB,-7.57219488889164e+00°)
4.56005419677982e+05	(2.35266001467324e+01dB,-7.60739066444890e+00°)
4.58110245061027e+05	(2.35266433411910e+01dB,-7.64275227231415e+00°)
4.60224785876613e+05	(2.35266868693745e+01dB,-7.67828052442933e+00°)
4.62349086969139e+05	(2.35267307331428e+01dB,-7.71397623711976e+00°)
4.64483193389996e+05	(2.35267749343499e+01dB,-7.74984023112302e+00°)
4.66627150398523e+05	(2.35268194748440e+01dB,-7.78587333161802e+00°)
4.68781003462968e+05	(2.35268643564663e+01dB,-7.82207636825426e+00°)
4.70944798261449e+05	(2.35269095810510e+01dB,-7.85845017518146e+00°)
4.73118580682924e+05	(2.35269551504247e+01dB,-7.89499559107925e+00°)
4.75302396828169e+05	(2.35270010664056e+01dB,-7.93171345918738e+00°)
4.77496293010746e+05	(2.35270473308033e+01dB,-7.96860462733594e+00°)
4.79700315757995e+05	(2.35270939454181e+01dB,-8.00566994797598e+00°)
4.81914511812014e+05	(2.35271409120405e+01dB,-8.04291027821040e+00°)
4.84138928130653e+05	(2.35271882324502e+01dB,-8.08032647982501e+00°)
4.86373611888512e+05	(2.35272359084162e+01dB,-8.11791941931996e+00°)
4.88618610477934e+05	(2.35272839416958e+01dB,-8.15568996794140e+00°)
4.90873971510021e+05	(2.35273323340337e+01dB,-8.19363900171337e+00°)
4.93139742815635e+05	(2.35273810871619e+01dB,-8.23176740147009e+00°)
4.95415972446413e+05	(2.35274302027987e+01dB,-8.27007605288842e+00°)
4.97702708675793e+05	(2.35274796826482e+01dB,-8.30856584652064e+00°)
5.00000000000030e+05	(2.35275295283993e+01dB,-8.34723767782751e+00°)
5.02307895139228e+05	(2.35275797417254e+01dB,-8.38609244721167e+00°)
5.04626443038372e+05	(2.35276303242833e+01dB,-8.42513106005126e+00°)
5.06955692868370e+05	(2.35276812777128e+01dB,-8.46435442673386e+00°)
5.09295694027089e+05	(2.35277326036355e+01dB,-8.50376346269079e+00°)
5.11646496140408e+05	(2.35277843036545e+01dB,-8.54335908843163e+00°)
5.14008149063268e+05	(2.35278363793533e+01dB,-8.58314222957902e+00°)
5.16380702880730e+05	(2.35278888322950e+01dB,-8.62311381690395e+00°)
5.18764207909038e+05	(2.35279416640215e+01dB,-8.66327478636114e+00°)
5.21158714696684e+05	(2.35279948760526e+01dB,-8.70362607912488e+00°)
5.23564274025481e+05	(2.35280484698852e+01dB,-8.74416864162514e+00°)
5.25980936911643e+05	(2.35281024469925e+01dB,-8.78490342558396e+00°)
5.28408754606861e+05	(2.35281568088228e+01dB,-8.82583138805226e+00°)
5.30847778599394e+05	(2.35282115567985e+01dB,-8.86695349144695e+00°)
5.33298060615161e+05	(2.35282666923155e+01dB,-8.90827070358826e+00°)
5.35759652618836e+05	(2.35283222167422e+01dB,-8.94978399773759e+00°)
5.38232606814950e+05	(2.35283781314180e+01dB,-8.99149435263557e+00°)
5.40716975649002e+05	(2.35284344376528e+01dB,-9.03340275254048e+00°)
5.43212811808566e+05	(2.35284911367254e+01dB,-9.07551018726707e+00°)
5.45720168224412e+05	(2.35285482298832e+01dB,-9.11781765222566e+00°)
5.48239098071626e+05	(2.35286057183402e+01dB,-9.16032614846169e+00°)
5.50769654770741e+05	(2.35286636032765e+01dB,-9.20303668269548e+00°)
5.53311891988867e+05	(2.35287218858368e+01dB,-9.24595026736250e+00°)
5.55865863640830e+05	(2.35287805671294e+01dB,-9.28906792065393e+00°)
5.58431623890315e+05	(2.35288396482250e+01dB,-9.33239066655757e+00°)
5.61009227151016e+05	(2.35288991301551e+01dB,-9.37591953489922e+00°)
5.63598728087790e+05	(2.35289590139113e+01dB,-9.41965556138426e+00°)
5.66200181617814e+05	(2.35290193004435e+01dB,-9.46359978763986e+00°)
5.68813642911751e+05	(2.35290799906588e+01dB,-9.50775326125728e+00°)
5.71439167394921e+05	(2.35291410854203e+01dB,-9.55211703583485e+00°)
5.74076810748477e+05	(2.35292025855451e+01dB,-9.59669217102107e+00°)
5.76726628910582e+05	(2.35292644918038e+01dB,-9.64147973255839e+00°)
5.79388678077599e+05	(2.35293268049182e+01dB,-9.68648079232708e+00°)
5.82063014705282e+05	(2.35293895255602e+01dB,-9.73169642838979e+00°)
5.84749695509972e+05	(2.35294526543503e+01dB,-9.77712772503629e+00°)
5.87448777469801e+05	(2.35295161918561e+01dB,-9.82277577282883e+00°)
5.90160317825902e+05	(2.35295801385903e+01dB,-9.86864166864771e+00°)
5.92884374083617e+05	(2.35296444950096e+01dB,-9.91472651573743e+00°)
5.95621004013725e+05	(2.35297092615128e+01dB,-9.96103142375320e+00°)
5.98370265653659e+05	(2.35297744384390e+01dB,-1.00075575088079e+01°)
6.01132217308744e+05	(2.35298400260661e+01dB,-1.00543058935193e+01°)
6.03906917553428e+05	(2.35299060246088e+01dB,-1.01012777070582e+01°)
6.06694425232527e+05	(2.35299724342172e+01dB,-1.01484740851965e+01°)
6.09494799462472e+05	(2.35300392549743e+01dB,-1.01958961703558e+01°)
6.12308099632563e+05	(2.35301064868945e+01dB,-1.02435451116568e+01°)
6.15134385406230e+05	(2.35301741299220e+01dB,-1.02914220649687e+01°)
6.17973716722294e+05	(2.35302421839281e+01dB,-1.03395281929595e+01°)
6.20826153796245e+05	(2.35303106487096e+01dB,-1.03878646651462e+01°)
6.23691757121511e+05	(2.35303795239868e+01dB,-1.04364326579465e+01°)
6.26570587470748e+05	(2.35304488094014e+01dB,-1.04852333547294e+01°)
6.29462705897124e+05	(2.35305185045139e+01dB,-1.05342679458677e+01°)
6.32368173735616e+05	(2.35305886088019e+01dB,-1.05835376287907e+01°)
6.35287052604311e+05	(2.35306591216579e+01dB,-1.06330436080363e+01°)
6.38219404405713e+05	(2.35307300423864e+01dB,-1.06827870953055e+01°)
6.41165291328052e+05	(2.35308013702024e+01dB,-1.07327693095154e+01°)
6.44124775846608e+05	(2.35308731042283e+01dB,-1.07829914768543e+01°)
6.47097920725034e+05	(2.35309452434917e+01dB,-1.08334548308364e+01°)
6.50084789016687e+05	(2.35310177869231e+01dB,-1.08841606123570e+01°)
6.53085444065963e+05	(2.35310907333531e+01dB,-1.09351100697492e+01°)
6.56099949509644e+05	(2.35311640815100e+01dB,-1.09863044588398e+01°)
6.59128369278246e+05	(2.35312378300168e+01dB,-1.10377450430065e+01°)
6.62170767597375e+05	(2.35313119773889e+01dB,-1.10894330932357e+01°)
6.65227208989088e+05	(2.35313865220311e+01dB,-1.11413698881802e+01°)
6.68297758273264e+05	(2.35314614622347e+01dB,-1.11935567142186e+01°)
6.71382480568975e+05	(2.35315367961750e+01dB,-1.12459948655135e+01°)
6.74481441295870e+05	(2.35316125219078e+01dB,-1.12986856440723e+01°)
6.77594706175562e+05	(2.35316886373667e+01dB,-1.13516303598068e+01°)
6.80722341233019e+05	(2.35317651403600e+01dB,-1.14048303305945e+01°)
6.83864412797969e+05	(2.35318420285677e+01dB,-1.14582868823400e+01°)
6.87020987506302e+05	(2.35319192995378e+01dB,-1.15120013490370e+01°)
6.90192132301487e+05	(2.35319969506837e+01dB,-1.15659750728310e+01°)
6.93377914435989e+05	(2.35320749792802e+01dB,-1.16202094040825e+01°)
6.96578401472697e+05	(2.35321533824607e+01dB,-1.16747057014309e+01°)
6.99793661286355e+05	(2.35322321572130e+01dB,-1.17294653318589e+01°)
